NOME_BARRAGEM_MINERACAO,NOME_DO_EMPREENDEDOR,CPF_CNPJ,LATITUDE,LONGITUDE,POSICIONAMENTO,UF,MUNICIPIO,MINERIO_PRINCIPAL,ALTURA_ATUAL_metros,VOLUME_ATUAL_m3,CATEGORIA_DE_RISCO,DANO_POTENCIAL_ASSOCIADO,CLASSE,INSERIDA_NA_PNSB
Bacia de Finos da Mina do Cerro,Copelmi Mineração Ltda,33.059.528/0001-95,"-30º23'10,327""","-53º02'37,439""",Sul do Equador,RS,CACHOEIRA DO SUL,Carvão Mineral,10.00,"534,000.00",Média,Média,C,Sim
Bacia de Finos da Mina do Recreio,Copelmi Mineração Ltda,33.059.528/0001-95,"-30º08'44,381""","-52º00'13,591""",Sul do Equador,RS,BUTIÁ,Carvão Mineral,20.00,"2,371,167.00",Média,Alta,B,Sim
P1-1,Companhia Riograndense de Mineração,92.724.145/0001-53,"-30º07'51,700""","-52º03'07,000""",Sul do Equador,RS,MINAS DO LEÃO,Carvão Mineral,3.00,"17,250.00",Média,Média,C,Sim
Bacia A,Carbonifera Metropolitana Sa,83.647.917/0001-00,"-28º29'31,600""","-49º27'37,000""",Sul do Equador,SC,TREVISO,Carvão Mineral Camada Bonito,5.30,"14,679.90",Baixa,Alta,B,Sim
Bacia B,Carbonifera Metropolitana Sa,83.647.917/0001-00,"-28º29'38,900""","-49º27'36,100""",Sul do Equador,SC,TREVISO,Carvão Mineral Camada Bonito,6.50,"14,368.00",Baixa,Alta,B,Sim
Bacia de Acumulação 01,Carbonífera Siderópolis Ltda.,83.852.137/0001-00,"-28º27'13,000""","-49º22'13,000""",Sul do Equador,SC,URUSSANGA,Carvão Mineral Camada Barro Branco,7.10,"500,000.00",Média,Média,C,Sim
BACIA DE DECANTAÇÃO DA USINA RIO FIORITA,Gabriella Mineração Ltda,07.105.967/0001-87,"-28º34'38,200""","-49º26'31,900""",Sul do Equador,SC,SIDERÓPOLIS,Carvão Mineral,3.50,"35,742.00",Baixa,Média,C,Sim
Barragem Cruz de Malta,Indústria Carbonífera Rio Deserto Ltda,83.286.500/0001-69,"-28º28'23,000""","-49º27'29,000""",Sul do Equador,SC,TREVISO,Carvão Mineral Camada Bonito,27.00,"70,831.00",Baixa,Alta,B,Sim
Barragem Lauro Muller,Carbonífera Belluno Ltda.,83.163.576/0001-05,"-28º24'34,600""","-49º25'39,900""",Sul do Equador,SC,LAURO MÜLLER,Carvão Mineral Camada Bonito,20.00,"150,000.00",Média,Alta,B,Sim
Barragem Rio Fiorita,Carbonífera Belluno Ltda.,83.163.576/0001-05,"-28º35'12,667""","-49º26'35,575""",Sul do Equador,SC,SIDERÓPOLIS,Carvão Mineral,10.00,"527,420.00",Média,Alta,B,Sim
BOA VISTA,Carbonífera Catarinense Ltda,80.418.205/0001-20,"-28º23'24,000""","-49º25'20,000""",Sul do Equador,SC,LAURO MÜLLER,Carvão Mineral Camada Bonito,35.00,"63,469.61",Baixa,Alta,B,Sim
NOVO HORIZONTE,Carbonífera Catarinense Ltda,80.418.205/0001-20,"-28º23'34,190""","-49º27'53,610""",Sul do Equador,SC,LAURO MÜLLER,Carvão Mineral Camada Barro Branco,13.00,"64,629.25",Baixa,Alta,B,Sim
Dique de Contenção de Salmoura,Mosaic Fertilizantes P&K S.A. Filial: Taquari Vassouras,33.931.486/0033-18,"-10º39'28,100""","-37º01'47,400""",Sul do Equador,SE,ROSÁRIO DO CATETE,Silvanita,4.00,"19,432.23",Baixa,Média,C,Sim
Dique de Resíduos Insóluveis,Mosaic Fertilizantes P&K S.A. Filial: Taquari Vassouras,33.931.486/0033-18,"-10º39'26,400""","-37º01'52,500""",Sul do Equador,SE,ROSÁRIO DO CATETE,Silvanita,5.50,"32,842.96",Baixa,Média,C,Sim
11 - DES,Mineração Jundu Ltda.,60.628.468/0001-57,"-21º57'17,062""","-47º36'48,014""",Sul do Equador,SP,DESCALVADO,Argila,15.00,"1,500,000.00",Baixa,Baixa,E,Sim
12 - DES,Mineração Jundu Ltda.,60.628.468/0001-57,"-21º57'06,006""","-47º36'47,022""",Sul do Equador,SP,DESCALVADO,Argila,15.00,"577,840.39",Baixa,Baixa,E,Sim
BACIA DE DECANTAÇÃO - PLANTA I,Geocal Mineração Ltda,00.255.910/0001-15,"-23º24'04,442""","-46º55'09,256""",Sul do Equador,SP,SANTANA DE PARNAÍBA,Calcário Dolomítico,20.00,"8,500.00",Média,Baixa,D,Sim
Barragem B12,Mosaic Fertilizantes P&K S.A. Filial: Cajati,33.931.486/0005-64,"-24º43'00,000""","-48º06'00,000""",Sul do Equador,SP,CAJATI,Rocha Carbonática,13.50,"3,200,000.00",Baixa,Alta,B,Sim
BARRAGEM DE CLARIFICAÇÃO,Territorial São Paulo Mineração Ltda,60.874.229/0001-87,"-23º25'14,000""","-46º44'09,800""",Sul do Equador,SP,SÃO PAULO,Argila,25.00,"659,323.59",Média,Alta,B,Sim
Barragem de Sedimentos da Pedreira Itapeti - BA1,Embu S.a Engenharia e Comércio,61.322.558/0001-88,"-23º29'49,800""","-46º14'38,000""",Sul do Equador,SP,MOGI DAS CRUZES,Granito,27.36,"375,000.00",Baixa,Alta,B,Sim
Barragem de Sedimentos da Pedreira Itapeti - BA2,Embu S.a Engenharia e Comércio,61.322.558/0001-88,"-23º29'47,900""","-46º14'50,400""",Sul do Equador,SP,MOGI DAS CRUZES,Granito,9.64,"154,433.29",Baixa,Alta,B,Sim
Barragem de Sedimentos da Pedreira Juruaçu - BA4,Embu S.a Engenharia e Comércio,61.322.558/0001-88,"-23º24'34,400""","-46º43'52,400""",Sul do Equador,SP,SÃO PAULO,Granito,45.00,"3,190,000.00",Baixa,Alta,B,Sim
Bom Retiro 2,MINERAÇÃO BOM RETIRO LTDA.,56.763.790/0001-11,"-22º11'15,000""","-47º27'20,000""",Sul do Equador,SP,LEME,Argila,23.58,"1,800,000.00",Baixa,Média,C,Sim
CIMPOR,Mosaic Fertilizantes P&K S.A. Filial: Cajati,33.931.486/0005-64,"-24º42'25,000""","-48º06'54,000""",Sul do Equador,SP,CAJATI,Rocha Carbonática,60.00,"6,340,000.00",Baixa,Alta,B,Sim
Dique 1 (Barragem 2 -Britagem),PEDREIRA SARGON LTDA,60.101.300/0001-99,"-23º21'20,600""","-46º16'58,500""",Sul do Equador,SP,SANTA ISABEL,Argila,14.00,"74,135.00",Média,Média,C,Sim
Dique 3 (Barragem 1 - Portaria),PEDREIRA SARGON LTDA,60.101.300/0001-99,"-23º21'23,900""","-46º17'05,800""",Sul do Equador,SP,SANTA ISABEL,Argila,20.00,"170,000.00",Média,Média,C,Sim
Guará 3,Extração de Areia e Pedregulho Cachoeira Ltda.,45.600.327/0001-32,"-23º23'20,500""","-46º08'07,200""",Sul do Equador,SP,GUARAREMA,Argila,18.00,"735,000.00",Baixa,Baixa,E,Sim
ITAPEVA,Samaca Ferros Ltda,16.682.218/0001-03,"-24º15'13,500""","-48º54'57,500""",Sul do Equador,SP,RIBEIRÃO BRANCO,Minério de Estanho Primário,20.00,"260,000.00",Média,Baixa,D,Sim
JBS1,EMPRESA DE MINERAÇÃO E ARTEFATOS DE CIMENTO JBS LTDA EPP,47.354.774/0001-84,"-23º23'50,400""","-46º11'41,600""",Sul do Equador,SP,MOGI DAS CRUZES,Argila Arenosa,12.00,"331,920.00",Média,Média,C,Sim
Lagoa 1,Mineração Darcy R. O. e Silva Ltda,45.369.188/0001-88,"-21º25'58,030""","-47º36'47,670""",Sul do Equador,SP,SÃO SIMÃO,Argila Caulinítica,5.00,"271,000.00",Baixa,Média,C,Sim
Lagoa 2,Mineração Darcy R. O. e Silva Ltda,45.369.188/0001-88,"-21º25'49,220""","-47º36'47,000""",Sul do Equador,SP,SÃO SIMÃO,Argila Caulinítica,5.00,"112,000.00",Média,Média,C,Sim
MBR II SUL,Mineracao Bom Retiro II Ltda,68.870.385/0001-81,"-23º47'17,500""","-47º07'17,400""",Sul do Equador,SP,IBIÚNA,Areia,14.04,"157,070.50",Baixa,Média,C,Sim
MD 01/2012,Mineração Descalvado Ltda,54.114.475/0001-38,"-21º57'20,600""","-47º37'05,800""",Sul do Equador,SP,DESCALVADO,Areia Industrial,25.00,"921,154.70",Baixa,Baixa,E,Sim
OURO BRANCO OESTE,MINERAÇÃO OURO BRANCO SALTO DE PIRAPORA LTDA ME,72.911.985/0001-18,"-23º39'43,200""","-47º39'59,900""",Sul do Equador,SP,SALTO DE PIRAPORA,Argila,3.00,"399,000.00",Média,Alta,B,Sim
BARRAGEM DE CONTENÇÃO DE REJEITOS,Itafos Arraias Mineração e Fertilizantes S.a.,05.919.578/0001-60,"-12º53'44,948""","-46º49'05,224""",Sul do Equador,TO,ARRAIAS,Fosfato,20.00,"4,136,059.54",Baixa,Alta,B,Sim
22,Mineração Taboca S.a.,34.019.992/0001-10,"-00º44'19,100""","-60º10'02,600""",Sul do Equador,AM,PRESIDENTE FIGUEIREDO,Minério de Estanho Primário,6.00,"56,519.00",,,,Não
42,Mineração Taboca S.a.,34.019.992/0001-10,"-00º43'24,700""","-60º11'48,200""",Sul do Equador,AM,PRESIDENTE FIGUEIREDO,Minério de Estanho Primário,4.90,"130,979.00",,,,Não
69,Mineração Taboca S.a.,34.019.992/0001-10,"-00º44'35,500""","-60º12'05,100""",Sul do Equador,AM,PRESIDENTE FIGUEIREDO,Minério de Estanho Primário,5.00,"84,941.00",,,,Não
189,Mineração Taboca S.a.,34.019.992/0001-10,"-00º47'22,400""","-60º00'46,900""",Sul do Equador,AM,PRESIDENTE FIGUEIREDO,Minério de Estanho Primário,5.00,"209,969.00",,,,Não
1-30,Mineração Taboca S.a.,34.019.992/0001-10,"-00º42'25,600""","-60º11'33,100""",Sul do Equador,AM,PRESIDENTE FIGUEIREDO,Minério de Estanho Primário,8.00,"1,320.09",,,,Não
68-1,Mineração Taboca S.a.,34.019.992/0001-10,"-00º44'25,500""","-60º12'05,100""",Sul do Equador,AM,PRESIDENTE FIGUEIREDO,Minério de Estanho Primário,6.00,"3,752.00",,,,Não
75-1,Mineração Taboca S.a.,34.019.992/0001-10,"-00º45'41,600""","-60º12'21,500""",Sul do Equador,AM,PRESIDENTE FIGUEIREDO,Minério de Estanho Primário,4.00,"75,522.00",,,,Não
Bacuri,Mineração Vila Nova Ltda,02.008.461/0001-36,"00º22'46,200""","-51º43'22,000""",Norte do Equador,AP,MAZAGÃO,Minério de Cromo,5.00,"650,000.00",,,,Não
BARRAGEM DA USINA,Empresa de Mineração e Pesquisa do Amapá,14.572.101/0001-41,"02º19'16,300""","-51º41'26,100""",Norte do Equador,AP,CALÇOENE,Minério de Ouro Primário,10.00,"80,000.00",,,,Não
Barragem de Clarificação de Água,Zamapá Mineração S.a.,05.857.559/0001-56,"01º00'07,100""","-51º07'44,000""",Norte do Equador,AP,FERREIRA GOMES,Minério de Ferro,8.00,"42,000.00",,,,Não
Barragem do Felipe,Cadam S.a.,04.788.980/0001-90,"-00º52'56,800""","-52º22'50,100""",Sul do Equador,AP,VITÓRIA DO JARI,Caulim,13.00,"245,418.00",,,,Não
Barragem do Muriacá,Cadam S.a.,04.788.980/0001-90,"-00º53'37,200""","-52º21'50,700""",Sul do Equador,AP,VITÓRIA DO JARI,Caulim,10.00,"52,000.00",,,,Não
REJEITO USINA,AM Amapa Mineração Ltda,06.170.253/0001-90,"02º17'09,000""","-51º38'00,000""",Norte do Equador,AP,CALÇOENE,Minério de Ouro Primário,5.00,"82,000.00",,,,Não
SAMACA,Mineração Vila Nova Ltda,02.008.461/0001-36,"00º21'05,800""","-51º50'16,300""",Norte do Equador,AP,MAZAGÃO,Minério de Ferro,9.00,"700,000.00",,,,Não
BACIA DE SEDIMENTO DA USINA DE TRATAMENTO,Magnesita Mineração S.a.,00.592.603/0001-20,"-14º14'01,600""","-41º43'10,900""",Sul do Equador,BA,BRUMADO,Magnesita,4.78,"52,912.30",,,,Não
BARAÚNA - PBC1,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º52'28,981""","-39º52'13,796""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,2.00,"12,200.00",,,,Não
BARAÚNA - PBC2,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º52'25,971""","-39º52'14,321""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,2.00,"12,000.00",,,,Não
BARAÚNA - PBC3,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º52'29,837""","-39º52'17,659""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,2.00,"8,500.00",,,,Não
BARRAGEM DE DEPOSIÇÃO DE LAMA,XILOLITE S/A,62.477.088/0001-94,"-14º05'52,550""","-41º41'21,140""",Sul do Equador,BA,BRUMADO,Argila,7.00,"60,277.00",,,,Não
Barragem de Rejeitos de Irecê,Companhia Baiana de Pesquisa Mineral,13.554.910/0001-68,"-11º18'43,000""","-41º50'22,000""",Sul do Equador,BA,IRECÊ,Fosfato,4.00,"235,467.89",,,,Não
Barragem Santa Helena,Companhia Brasileira de Bentonita Ltda,04.885.978/0001-39,"-14º48'40,373""","-41º00'17,917""",Sul do Equador,BA,VITÓRIA DA CONQUISTA,Bentonita,14.00,"7,500.00",,,,Não
BARRAGEM USINA SANTALUZ BENEFICIAMENTO - BII,Magnesita Mineração S.a. Filial: FAZENDA PEDRAS PRETAS,00.592.603/0004-72,"-11º15'36,450""","-39º21'27,250""",Sul do Equador,BA,SANTALUZ,Cromita,2.00,875.00,,,,Não
BARRAGEM USINA SANTALUZ BENEFICIAMENTO - BIII,Magnesita Mineração S.a. Filial: FAZENDA PEDRAS PRETAS,00.592.603/0004-72,"-11º15'38,500""","-39º21'27,250""",Sul do Equador,BA,SANTALUZ,Cromita,2.00,"1,100.00",,,,Não
BARRAGEM USINA SANTALUZ BENEFICIAMENTO BI,Magnesita Mineração S.a. Filial: FAZENDA PEDRAS PRETAS,00.592.603/0004-72,"-11º15'36,800""","-39º21'27,250""",Sul do Equador,BA,SANTALUZ,Cromita,2.00,"1,125.00",,,,Não
Cava Camarinha,Cia de Ferro Ligas da Bahia Ferbasa,15.141.799/0001-03,"-10º32'44,200""","-40º25'30,700""",Sul do Equador,BA,CAMPO FORMOSO,Cromita,14.60,"29,688.00",,,,Não
Cava Pedrinhas,Cia de Ferro Ligas da Bahia Ferbasa,15.141.799/0001-03,"-10º32'42,000""","-40º24'52,400""",Sul do Equador,BA,CAMPO FORMOSO,Cromita,8.50,"201,205.00",,,,Não
Cava Sul,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º52'17,300""","-39º52'17,200""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,-,"323,173.00",,,,Não
Dique Santa Rita,Mirabela Mineração do Brasil Ltda.,74.127.010/0001-29,"-14º11'47,547""","-39º41'29,939""",Sul do Equador,BA,ITAGIBÁ,Minério de Níquel,5.00,"246,848.00",,,,Não
Medrado 1,Cia de Ferro Ligas da Bahia Ferbasa,15.141.799/0001-03,"-10º18'51,000""","-39º46'02,000""",Sul do Equador,BA,ANDORINHA,Cromita,5.00,"185,520.00",,,,Não
Medrado 2,Cia de Ferro Ligas da Bahia Ferbasa,15.141.799/0001-03,"-10º18'53,700""","-39º45'57,000""",Sul do Equador,BA,ANDORINHA,Cromita,11.20,-,,,,Não
Medrado 3,Cia de Ferro Ligas da Bahia Ferbasa,15.141.799/0001-03,"-10º18'56,000""","-39º45'57,000""",Sul do Equador,BA,ANDORINHA,Cromita,8.40,"94,325.00",,,,Não
Pilha 01 - P1C1,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º51'10,170""","-39º51'44,268""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,6.00,"100,566.00",,,,Não
Pilha 01 - P1C3,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º51'15,285""","-39º51'59,529""",Sul do Equador,BA,JAGUARARI,Sedimentos,1.00,"164,976.00",,,,Não
Pilha 01 - P1C4,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º51'19,659""","-39º52'02,121""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,2.00,"85,786.00",,,,Não
Pilha 01 - P1C5,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º51'07,668""","-39º51'48,038""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,14.00,"111,960.00",,,,Não
Pilha 01 - P1C6,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º51'11,005""","-39º51'53,799""",Sul do Equador,BA,JAGUARARI,Sedimentos,2.00,"30,460.00",,,,Não
Pilha 01 - P1C7,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º51'19,270""","-39º51'54,399""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,6.80,"10,277.00",,,,Não
Pilha 01 - P1C8,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º51'26,408""","-39º51'48,095""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,3.50,"71,698.00",,,,Não
Pilha 01 P1C2,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º51'19,593""","-39º51'50,354""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,9.50,"102,246.00",,,,Não
Pilha 05 - P5C1,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º52'46,158""","-39º51'54,612""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,5.00,"172,053.00",,,,Não
Pilha 05 - P5C2,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º52'36,688""","-39º52'05,408""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,4.00,"155,498.00",,,,Não
Pilha 05 - P5C3,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º52'48,573""","-39º51'51,266""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,5.00,"141,410.00",,,,Não
Pilha 05 - P5C4,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º52'30,737""","-39º52'08,101""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,2.00,"7,052.00",,,,Não
Pilha 05 - P5XC2,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º52'32,341""","-39º51'54,787""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,5.00,"79,459.00",,,,Não
Pilha 05 - XC1,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º52'37,962""","-39º51'52,340""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,5.00,"80,000.00",,,,Não
R22,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º51'41,800""","-39º52'23,100""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,-,"255,131.00",,,,Não
R75,Mineração Caraíba S.a.,42.509.257/0001-13,"-09º51'10,300""","-39º52'05,300""",Sul do Equador,BA,JAGUARARI,Minério de Cobre,-,-,,,,Não
Dique de finos 03 - Depósito Tamanduá,Catalao,33.931.486/0010-21,"-18º08'19,663""","-47º46'55,691""",Sul do Equador,GO,OUVIDOR,Argila,6.00,600.00,,,,Não
GIRASSOL-01,Quartziti Mineradora Ltda,11.461.800/0001-26,"-15º46'20,000""","-48º38'17,000""",Sul do Equador,GO,CORUMBÁ DE GOIÁS,Areia Quartzosa,5.00,"3,000.00",,,,Não
Area M,Cbe Companhia Brasileira de Equipamento Filial:,27.184.936/0007-61,"-04º31'24,900""","-44º00'57,700""",Sul do Equador,MA,CODÓ,Argila,-,"832,598.77",,,,Não
VÃO DAS COBRAS,J. G. de A. FERREIRA MINERADORA EIRELI,03.779.142/0001-97,"-06º34'55,900""","-43º57'58,400""",Sul do Equador,MA,PASTOS BONS,Saibro,2.00,"9,000.00",,,,Não
2,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º58'24,601""","-43º36'13,419""",Sul do Equador,MG,BARÃO DE COCAIS,Minério de Ferro,10.00,"15,412.70",,,,Não
01 PDE 01,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º51'13,900""","-43º47'38,300""",Sul do Equador,MG,SABARÁ,Minério de Ferro,12.00,0.01,,,,Não
105-I,Vale S A Filial: Vale Itabira,33.592.510/0164-09,"-19º37'37,919""","-43º14'18,830""",Sul do Equador,MG,ITABIRA,Minério de Ferro,8.14,"8,400.00",,,,Não
A - PDE Nordeste,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º56'55,421""","-43º35'12,119""",Sul do Equador,MG,BARÃO DE COCAIS,Minério de Ferro,13.00,300.00,,,,Não
Alto Jacutinga,Vale S A Filial: Vale Itabiritos,33.592.510/0044-94,"-20º25'33,600""","-43º53'09,500""",Sul do Equador,MG,CONGONHAS,Minério de Ferro,11.80,"92,434.00",,,,Não
B - PDE Nordeste,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º56'50,126""","-43º35'00,712""",Sul do Equador,MG,BARÃO DE COCAIS,Minério de Ferro,14.50,"2,935.00",,,,Não
Bacia 01,Arcelormittal Brasil S.a,17.469.701/0001-77,"-19º47'05,000""","-43º11'31,300""",Sul do Equador,MG,BELA VISTA DE MINAS,Minério de Ferro,9.00,"1,000.00",,,,Não
Bacia 07,Arcelormittal Brasil S.a,17.469.701/0001-77,"-19º46'59,200""","-43º10'59,200""",Sul do Equador,MG,BELA VISTA DE MINAS,Minério de Ferro,7.00,500.00,,,,Não
Bacia 08,Arcelormittal Brasil S.a,17.469.701/0001-77,"-19º47'05,900""","-43º10'48,600""",Sul do Equador,MG,BELA VISTA DE MINAS,Minério de Ferro,7.00,"5,000.00",,,,Não
Bacia 09,Arcelormittal Brasil S.a,17.469.701/0001-77,"-19º46'37,840""","-43º11'21,930""",Sul do Equador,MG,BELA VISTA DE MINAS,Minério de Ferro,7.00,"2,200.00",,,,Não
Bacia 15,Arcelormittal Brasil S.a,17.469.701/0001-77,"-19º46'34,733""","-43º11'27,772""",Sul do Equador,MG,BELA VISTA DE MINAS,Minério de Ferro,5.00,"2,200.00",,,,Não
Bacia 16,Arcelormittal Brasil S.a,17.469.701/0001-77,"-19º47'09,952""","-43º10'22,069""",Sul do Equador,MG,BELA VISTA DE MINAS,Minério de Ferro,12.00,"12,000.00",,,,Não
Bacia de Conteção de Finos da PDE-A Norte,Gerdau Açominas S.a.,17.227.422/0001-05,"-20º16'42,200""","-43º55'51,100""",Sul do Equador,MG,ITABIRITO,Dolomito,5.00,"3,480.00",,,,Não
Bacia de Conteção de Finos da PDE-A Sul,Gerdau Açominas S.a.,17.227.422/0001-05,"-20º16'58,800""","-43º55'38,200""",Sul do Equador,MG,ITABIRITO,Dolomito,6.00,"1,000.00",,,,Não
Bacia de Decantação 1,Mineração Matheus Leme Ltda,60.510.195/0001-41,"-19º56'04,000""","-44º28'15,000""",Sul do Equador,MG,MATEUS LEME,Agalmatolito,2.00,"3,660.00",,,,Não
Bacia de Decantação 3,Mineração Matheus Leme Ltda,60.510.195/0001-41,"-19º56'02,000""","-44º28'19,000""",Sul do Equador,MG,MATEUS LEME,Agalmatolito,2.00,"1,570.00",,,,Não
Bacia Lavador de Rodas,Gerdau Açominas S.a.,17.227.422/0001-05,"-20º17'34,470""","-43º56'19,060""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,3.60,612.23,,,,Não
BARRAGEM  USINA BENEFICIAMENTO L7 - IIB,Magnesita Mineração S.a. Filial: FAZENDA BELA VISTA,00.592.603/0023-35,"-19º24'38,340""","-47º57'20,460""",Sul do Equador,MG,UBERABA,Argila Refratária,2.00,"7,300.00",,,,Não
Barragem 1 - Dique de Contenção,Construtora Martins Lanna Ltda.,19.974.518/0001-54,"-19º51'53,770""","-44º05'35,104""",Sul do Equador,MG,BETIM,Sedimentos,8.00,"12,000.00",,,,Não
Barragem 2 - Captação de Água,Construtora Martins Lanna Ltda.,19.974.518/0001-54,"-19º52'33,440""","-44º06'01,770""",Sul do Equador,MG,BETIM,Sedimentos,2.00,"14,000.00",,,,Não
Barragem 3A - Sedimentação,MSM Mineração Serra da Moeda Ltda.,21.705.306/0001-13,"-20º22'38,190""","-43º54'52,910""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,3.00,"3,420.00",,,,Não
Barragem 3B - Sedimentação,MSM Mineração Serra da Moeda Ltda.,21.705.306/0001-13,"-20º22'41,120""","-43º54'55,540""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,3.00,"5,480.00",,,,Não
Barragem 4 - Acumulação,MSM Mineração Serra da Moeda Ltda.,21.705.306/0001-13,"-20º22'39,730""","-43º54'54,340""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,7.00,"4,078.00",,,,Não
Barragem 5 - Captação,MSM Mineração Serra da Moeda Ltda.,21.705.306/0001-13,"-20º22'26,090""","-43º55'17,340""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,4.00,"3,600.00",,,,Não
Barragem 6 - Dique Filtrante,MSM Mineração Serra da Moeda Ltda.,21.705.306/0001-13,"-20º22'37,870""","-43º54'45,680""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,4.00,"2,640.00",,,,Não
barragem 7 - Dique Filtrante,MSM Mineração Serra da Moeda Ltda.,21.705.306/0001-13,"-20º22'45,940""","-43º55'00,850""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,7.00,"7,063.00",,,,Não
Barragem 8 - Dique Filtrante,MSM Mineração Serra da Moeda Ltda.,21.705.306/0001-13,"-20º22'50,400""","-43º55'03,030""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,6.00,"6,435.00",,,,Não
Barragem 9 - Dique Filtrante,MSM Mineração Serra da Moeda Ltda.,21.705.306/0001-13,"-20º22'50,560""","-43º55'09,330""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,6.00,"3,833.00",,,,Não
Barragem B1,Mineração Marsil Ltda.,16.800.211/0001-49,"-19º32'59,900""","-43º01'20,100""",Sul do Equador,MG,ANTÔNIO DIAS,Areia,4.00,"10,200.00",,,,Não
Barragem B3,Mineração Marsil Ltda.,16.800.211/0001-49,"-19º32'51,300""","-43º01'17,500""",Sul do Equador,MG,ANTÔNIO DIAS,Areia,7.00,"14,200.00",,,,Não
Barragem Captação de Água,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º10'09,300""","-44º27'03,170""",Sul do Equador,MG,ITATIAIUÇU,Argila Arenosa,4.46,"14,000.00",,,,Não
Barragem de Contenção de Sólidos Carreados,EXTRATIVA MINERAL LTDA,17.174.889/0001-26,"-20º06'36,060""","-43º54'11,690""",Sul do Equador,MG,NOVA LIMA,Minério de Ferro,8.00,"28,000.00",,,,Não
BARRAGEM DE GABIÕES,Empresa de Mineração Esperança Sa,33.300.971/0001-06,"-20º06'56,500""","-44º13'06,100""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,5.00,"30,000.00",,,,Não
Barragem do Fundão,Avg Empreendimentos Minerários S.A,16.565.897/0001-30,"-19º49'17,090""","-43º43'01,480""",Sul do Equador,MG,SABARÁ,Sedimentos,9.00,"20,000.00",,,,Não
BARRAGEM DO LAGARTO,Csn Mineração S.a.,08.902.291/0001-15,"-20º27'05,947""","-43º54'23,637""",Sul do Equador,MG,CONGONHAS,Cascalho,8.00,"210,000.00",,,,Não
Barragem dos Coqueiros,Avg Empreendimentos Minerários S.A,16.565.897/0001-30,"-19º48'55,680""","-43º42'36,490""",Sul do Equador,MG,SABARÁ,Sedimentos,7.00,"2,500.00",,,,Não
BARRAGEM POÇO FUNDO,Csn Mineração S.a.,08.902.291/0001-15,"-20º27'05,155""","-43º53'54,459""",Sul do Equador,MG,CONGONHAS,Cascalho,2.88,"12,000.00",,,,Não
BARRAGEM USINA BENEFICIAMENTO ESPONGILITO,Magnesita Mineração S.a.,00.592.603/0001-20,"-19º24'38,280""","-47º57'18,520""",Sul do Equador,MG,UBERABA,Argila,2.00,"4,600.00",,,,Não
